11 49 38.3,-26 50 50,5.1
11 49 57.1,+14 28 27,2.14
11 50 32.8,-63 53 09,4.3
11 51 36.4,+ 1 39 58,3.59
11 52 01.5,-45 16 15,4.47
11 53 47.8,-34 00 20,4.29
11 54 44.7,+53 35 51,2.41
11 56 34.5,+15 32 58,5.53
11 56 54.6,-17 14 54,5.17
12 01 46.2,+ 6 31 00,4.65
12 03 55.6,-63 24 37,4.32
12 04 34.3,-42 31 55,5.15
12 06 06.0,+ 8 38 09,4.12
12 07 48.4,-64 42 41,4.14
12 09 00.0,-50 45 31,4.46
12 09 16.3,-50 49 11,2.58
12 09 19.2,-24 49 35,4.02
12 11 01.7,-22 43 01,3.02
12 12 34.4,-52 27 57,3.97
12 13 00.0,+77 31 09,5.14
12 16 05.1,-58 50 46,2.79
12 16 17.1,+56 56 08,3.32
12 16 42.5,-17 38 20,2.58
12 18 31.9,-68 03 29,4.06
12 19 23.9,-64 06 01,4.06
12 19 24.6,-79 24 33,4.24
12 20 40.1,+48 53 14,5.28
12 20 48.1,- 0 45 50,3.89
12 21 14.3,+ 3 12 55,4.97
12 22 18.9,-60 29 52,3.59
12 23 23.0,+25 44 57,4.78
12 26 42.5,+38 55 18,5.01
12 27 35.1,-63 11 45,0.77
12 27 48.5,+28 10 17,4.35
12 28 59.6,-50 19 38,3.91
12 29 18.6,-39 08 16,5.45
12 30 46.0,+58 18 35,5.37
12 30 46.3,-16 36 46,2.94
12 32 08.8,-57 12 40,1.59
12 32 58.5,-16 17 34,4.3
12 33 32.1,-72 13 46,3.84
12 34 13.2,+69 41 31,3.85
12 34 30.5,+33 09 04,5.42
12 34 34.2,+41 15 45,4.24
12 35 18.6,-23 29 36,2.65
12 35 43.3,+22 31 59,4.8
12 36 00.4,+18 16 51,5.03
12 38 14.8,-69 13 54,2.69
12 38 40.0,-48 38 15,3.85
12 40 09.1,- 8 05 30,4.66
12 42 29.4,-49 03 20,2.2
12 42 32.9,- 1 32 44,2.74
12 42 32.9,- 1 32 41,2.74
12 42 46.2,+10 08 22,4.88
12 44 56.7,-28 25 11,5.46
12 45 57.0,+45 20 41,5.42
12 46 30.1,+ 7 34 40,5.22
12 47 22.3,-68 12 13,3.04
12 48 45.3,-59 47 03,1.25
12 51 38.4,-34 05 40,4.9
12 52 33.0,+27 26 45,4.93
12 54 06.8,-49 02 18,4.33
12 54 24.7,-40 16 25,4.25
12 54 47.7,+55 51 54,1.76
12 55 15.9,- 9 38 01,4.77
12 55 38.0,-57 16 21,4.03
12 56 10.0,+65 20 38,5.23
12 56 29.1,+ 3 18 10,3.39
12 56 50.6,+38 13 27,2.89
12 57 00.5,-85 13 04,5.45
13 01 28.5,+56 16 21,4.93
13 03 02.9,+10 51 56,2.85
13 03 30.1,-71 38 34,3.61
13 06 33.4,+35 42 20,5.2
13 07 56.5,-49 59 58,4.27
13 10 51.5,- 5 37 55,4.38
13 12 41.3,+27 47 23,4.23
13 16 27.4,-67 59 12,4.79
13 17 51.8,-31 35 54,5.1
13 18 19.5,+40 28 51,4.72
13 18 29.3,+ 5 22 41,4.78
13 19 19.4,-18 24 29,4.74
13 19 52.6,-23 15 48,2.99
13 21 35.2,-36 48 15,2.75
13 23 46.7,-61 04 46,4.52
13 24 37.7,+54 50 04,2.23
13 25 55.4,+54 53 50,3.99
13 26 07.0,-11 15 08,0.98
13 27 38.8,-12 47 54,5.27
13 29 05.5,+59 51 21,5.4
13 29 17.2,+13 41 09,4.97
13 32 03.9,-39 29 50,3.9
13 35 01.2,+ 3 34 11,4.92
13 35 34.6,+37 05 36,4.91
13 35 35.2,- 0 41 05,3.38
13 37 36.4,+71 09 12,5.5
13 41 00.5,-53 33 17,2.29
13 41 05.3,-50 02 17,5.74
13 42 32.0,- 8 47 27,5.03
13 46 41.2,-33 07 54,4.23
13 48 05.6,+17 22 13,4.5
13 48 13.7,+49 13 35,1.85
13 48 25.1,-62 40 36,6.4
13 50 19.3,+15 42 42,4.05
13 50 27.9,-34 32 15,4.19
13 50 33.7,-41 46 27,3.41
13 50 40.7,-42 33 37,3.47
13 50 49.5,-18 13 14,4.96
13 51 56.6,+64 38 14,4.58
13 55 31.1,+18 18 38,2.68
13 56 38.4,-47 22 26,2.55
13 58 56.0,-63 46 18,4.71
13 59 20.5,-42 11 08,3.83
13 59 30.3,-25 03 25,5.2
13 59 46.1,-44 53 18,3.87
14 02 32.3,+ 1 27 38,4.23
14 02 49.5,-45 41 15,4.34
14 03 23.4,+ 9 36 07,6.18
14 04 51.8,+64 17 33,3.67
14 05 04.4,-60 27 24,0.61
14 07 05.6,-76 52 48,5.69
14 07 07.3,-41 15 46,4.36
14 07 22.4,-26 45 57,3.25
14 07 43.1,-36 27 19,2.06
14 08 37.7,+43 46 18,5.13
14 08 48.3,+77 27 55,4.8
14 11 11.8,+25 00 34,4.82
14 13 49.9,-10 21 16,4.18
14 16 27.6,+19 05 31,$$-$0.05
14 16 47.1,+51 17 13,4.75
14 16 56.0,- 6 05 00,4.07
14 17 02.9,+46 00 31,4.18
14 18 44.2,+35 25 46,4.8
14 20 03.6,-13 27 03,4.52
14 20 07.1,+12 55 27,5.41
14 20 31.9,-46 08 17,3.55
14 21 33.7,-56 27 58,4.3
14 21 37.7,-37 57 54,4.05
14 24 07.3,-39 35 27,4.41
14 25 03.7,+ 5 44 29,5.1
14 25 47.5,+51 46 13,4.04
14 25 48.8,-24 53 06,5.34
14 27 16.1,-45 17 59,4.56
14 27 16.2,+19 08 56,5.4
14 27 18.8,-45 27 27,4.33
14 27 30.5,+75 37 05,4.25
14 29 06.3,- 2 18 20,4.81
14 29 12.2,-29 34 10,4.97
14 29 55.9,-83 44 44,4.31
14 32 35.0,+30 17 43,3.57
14 32 46.9,+38 13 56,3.04
14 33 48.4,-50 32 01,4.44
14 35 26.5,+29 40 11,4.47
14 36 37.5,-42 14 01,2.33
14 39 04.4,-49 30 04,4.05
14 39 29.3,+44 19 46,5.39
14 40 47.9,-60 54 23,1.35
14 40 48.3,-60 54 26,$-$0.01
14 41 59.1,+13 39 15,3.78
14 43 03.2,-37 52 03,4.01
14 43 06.1,-47 27 44,2.3
14 43 56.5,-65 03 00,3.18
14 43 59.1,- 5 44 00,3.87
14 44 11.5,+26 27 15,4.8
14 44 44.0,-35 14 53,4.06
14 45 45.1,+27 00 04,2.35
14 47 08.1,+ 1 49 12,3.73
14 48 15.4,-52 27 23,5.22
14 48 46.3,-26 09 35,5.23
14 50 07.0,-79 07 01,3.83
14 50 40.3,+74 05 02,2.07
14 51 19.2,-28 01 56,4.42
14 51 39.4,-16 04 08,5.15
14 51 51.0,-16 06 49,2.75
14 51 53.2,+59 13 24,5.48
14 52 47.3,-43 38 48,4.32
14 56 49.5,-33 55 33,5.32
14 57 43.2,-11 28 46,5.48
14 57 52.0,+65 51 47,4.63
14 58 06.0,- 4 25 00,4.47
14 59 41.1,-43 12 12,2.68
15 00 18.4,-42 10 24,3.13
15 01 54.6,- 8 35 15,4.91
15 02 36.3,+40 19 20,3.49
15 03 47.2,+ 2 01 25,4.39
15 05 05.9,-25 20 59,3.25
15 05 11.8,+26 52 49,4.52
15 06 46.8,+54 29 22,5.24
15 08 04.2,+24 48 07,4.93
15 10 01.8,-45 20 46,4.07
15 13 09.6,-48 48 11,3.88
15 13 13.3,-19 51 25,4.54
15 13 33.1,-52 09 52,3.41
15 14 50.8,+67 16 50,5.15
15 15 41.9,-31 35 00,4.91
15 16 03.6,+ 4 52 31,5.32
15 16 12.5,+33 15 01,3.46
15 17 57.1,- 9 26 47,2.61
15 18 53.9,-58 51 54,4.07
15 18 54.0,-30 12 43,4.35
15 19 45.5,-47 56 18,4.27
15 20 34.1,-68 44 33,2.87
15 20 42.8,+71 46 18,3
15 22 31.6,-40 42 35,3.22
15 22 55.3,-36 19 25,3.57
15 23 52.6,-44 45 04,3.37
15 24 16.8,-36 55 12,4.54
15 24 47.1,-59 22 56,4.48
15 25 09.1,+37 19 00,4.31
15 25 19.3,+58 54 19,3.29
15 26 36.1,+15 22 03,5.16
15 28 33.1,+29 02 46,3.66
15 31 33.5,+40 46 27,5.04
15 33 27.4,-73 26 53,5.4
15 33 38.2,+31 18 03,4.14
15 35 08.2,-10 07 24,4.61
15 35 25.8,+26 39 24,2.22
15 35 38.4,+10 28 53,3.8
15 36 18.8,-41 13 27,2.8
15 36 30.5,-14 50 48,3.91
15 37 24.4,-44 27 15,5.44
15 38 05.4,-28 11 31,3.6
15 38 20.5,-66 22 27,4.11
15 38 27.3,+40 17 50,5.25
15 39 14.3,-42 37 24,4.34
15 39 44.1,-29 50 03,3.66
15 40 08.1,-52 25 44,5.43
15 42 57.5,-19 44 04,4.75
15 43 28.1,+77 44 24,4.29
15 43 28.7,+26 14 28,3.81
15 45 07.9,+ 6 22 18,2.63
15 46 56.3,+62 32 45,5.19
15 46 59.8,+15 22 05,3.65
15 47 17.6,+ 7 17 57,4.42
15 49 31.7,+18 05 19,4.09
15 50 19.7,+26 00 57,4.59
15 50 32.1,- 3 28 58,3.54
15 51 41.4,+ 4 25 34,3.71
15 51 53.5,+35 36 14,4.79
15 52 04.5,-33 40 45,3.97
15 53 16.9,+42 24 12,4.6
15 54 21.2,-20 13 05,5.04
15 54 49.5,-16 46 46,4.13
15 56 42.0,-63 28 58,2.83
15 57 15.8,+15 36 20,3.85
15 57 58.1,-29 15 50,3.87
15 58 12.5,+54 42 03,4.96
15 58 18.8,+26 49 41,4.14
15 59 10.3,-14 19 43,4.95
15 59 54.8,-26 09 47,2.89
16 00 14.1,+25 52 17,10.08
16 00 42.1,-41 47 35,4.99
16 01 17.2,-38 26 43,3.42
16 01 18.7,-16 35 01,5.47
16 01 22.3,-22 40 13,2.29
16 02 13.2,+58 31 08,4.01
16 06 27.4,-19 51 07,2.56
16 06 27.7,-19 50 54,4.9
16 07 44.0,-45 13 09,4.73
16 07 44.8,-36 50 55,4.22
16 07 50.0,-20 42 55,3.93
16 08 26.1,-20 54 53,4.31
16 08 52.0,+17 00 05,5
16 09 19.3,+44 53 23,4.23
16 09 36.7,+36 26 51,4.73
16 10 20.9,+75 49 58,5.48
16 13 00.9,-19 30 18,4
16 14 52.0,-54 40 26,4.95
16 15 15.9,- 3 44 17,2.73
16 17 00.8,+75 42 52,4.95
16 17 02.6,-63 43 42,3.86
16 19 14.9,- 4 44 02,3.23
16 20 16.1,+46 16 21,3.91
16 20 39.4,-30 56 52,5.53
16 21 09.4,-50 11 48,4.01
16 22 15.3,-25 38 00,2.9
16 22 41.6,+19 06 47,3.74
16 22 57.6,+ 0 59 21,4.82
16 23 01.1,-78 44 11,4.68
16 24 13.9,+61 28 30,2.73
16 25 07.8,-20 04 37,4.48
16 26 13.5,+13 59 39,4.57
16 27 57.4,+68 43 49,4.94
16 28 02.4,-18 29 41,4.22
16 28 28.4,-47 35 35,4.46
16 30 22.3,-70 07 17,4.9
16 30 29.0,-26 28 10,1.06
16 30 58.4,+21 27 09,2.78
16 31 47.9,+ 1 56 49,3.82
16 32 08.6,-16 38 58,4.29
16 32 31.8,-34 44 27,4.24
16 33 10.6,-21 30 09,4.45
16 34 40.1,+42 24 06,4.2
16 36 11.3,-78 55 58,3.86
16 36 58.5,-28 15 03,2.82
16 37 31.8,-35 17 23,4.18
16 38 07.5,-10 36 04,2.54
16 39 13.4,+48 53 41,4.86
16 41 56.8,+31 34 18,2.81
16 42 35.2,-17 46 29,4.91
16 43 29.8,+38 53 23,3.48
16 44 14.2,+82 00 22,4.21
16 45 37.0,-77 33 03,4.23
16 45 37.9,+56 45 04,4.84
16 50 32.0,-69 03 26,1.91
16 50 48.2,-10 48 45,4.64
16 51 18.0,-34 19 25,2.29
16 51 18.3,-59 04 14,3.77
16 52 28.8,+24 37 41,5.03
16 53 03.6,-38 04 33,3
16 53 31.4,-38 02 45,3.56
16 53 37.9,+31 40 25,5.34
16 54 50.2,+10 08 16,4.39
16 55 49.1,-42 23 23,3.62
16 58 29.8,+ 9 20 56,3.19
17 00 04.4,-56 00 57,3.12
17 00 57.6,+30 54 06,3.92
17 00 59.0,-53 11 08,4.06
17 01 59.0,- 4 14 51,4.82
17 02 15.2,+33 32 38,5.27
17 06 11.4,+12 43 05,4.89
17 08 50.4,+65 41 36,3.17
17 11 23.0,-15 44 43,2.43
17 13 24.6,-43 15 38,3.32
17 15 26.8,+14 22 17,2.78
17 15 39.4,+36 47 25,3.16
17 15 45.1,+24 49 11,3.12
17 21 05.2,+18 02 25,5.01
17 21 18.9,+32 26 46,5.38
17 21 48.8,-12 51 48,4.32
17 22 03.4,-21 07 49,4.39
17 23 05.1,-25 00 56,3.27
17 24 03.5,-70 08 20,5.39
17 26 39.2,+86 34 26,4.35
17 26 45.5,-55 32 40,2.84
17 26 52.3,-56 23 32,3.31
17 27 23.0,+ 4 07 35,4.34
17 27 26.4,-24 11 24,4.16
17 27 33.6,- 5 06 03,4.53
17 28 28.4,-29 52 53,4.28
17 30 49.7,+52 17 20,2.79
17 31 26.8,+26 05 55,4.41
17 31 53.8,+68 07 26,5.07
17 31 57.3,-37 18 29,2.7
17 32 31.3,+55 10 22,4.89
17 32 36.8,+55 09 42,4.86
17 32 40.9,-60 41 46,3.6
17 33 11.8,-49 53 17,2.84
17 34 47.9,-37 06 54,1.62
17 35 44.8,+12 32 55,2.08
17 36 51.1,+68 44 59,4.77
17 37 45.2,-38 38 45,4.26
17 38 34.7,-43 00 26,1.86
17 38 35.4,-15 24 29,3.54
17 39 57.6,+45 59 52,3.82
17 41 37.9,+72 08 23,4.57
17 42 23.9,-12 53 00,4.24
17 43 42.0,-39 02 14,2.39
17 44 04.7,+24 19 17,5.73
17 44 20.3,+ 4 33 40,2.76
17 44 28.8,-21 41 25,4.86
17 45 32.2,-51 50 29,5.12
17 47 08.7,+27 42 41,3.42
17 47 27.2,-64 43 47,3.61
17 48 39.8,-27 50 09,4.53
17 48 40.2,+76 57 34,5.02
17 48 46.2,+ 2 42 07,3.75
17 48 48.6,-40 07 55,2.99
17 51 03.0,-37 02 50,3.19
17 53 49.9,+56 52 13,3.73
17 56 07.6,+26 02 54,5.47
17 56 51.2,+37 14 57,3.86
17 57 00.8,+51 29 15,2.24
17 58 26.7,+29 14 49,3.7
17 59 10.4,+30 11 20,4.41
17 59 59.4,- 9 46 28,3.32
18 00 50.2,+16 45 04,4.67
18 01 31.3,+ 2 55 55,3.93
18 02 38.5,+ 1 18 21,4.42
18 06 08.3,-29 34 40,4.66
18 06 20.2,+ 2 29 53,4.03
18 06 55.9,-30 25 20,2.98
18 07 59.6,-50 05 18,3.65
18 08 00.4,+43 27 54,5
18 08 10.8,+ 9 34 03,3.71
18 08 13.5,+28 45 57,3.84
18 09 30.4,+20 49 06,4.37
18 10 15.9,-63 39 56,4.33
18 12 31.7,-45 56 58,4.52
18 13 59.9,+64 24 12,4.99
18 14 48.6,-21 03 10,3.84
18 18 35.9,-56 00 57,5.36
18 18 48.7,-36 45 17,3.1
18 20 28.5,+36 04 24,4.33
18 20 30.3,+71 20 48,4.22
18 20 44.4,+72 44 24,3.55
18 21 44.5,+ 3 23 11,4.85
18 22 06.8,-29 49 09,2.72
18 22 13.0,- 2 53 35,3.23
18 24 26.7,+21 46 44,3.85
18 24 50.2,-61 29 01,4.35
18 25 20.0,-34 22 29,1.79
18 28 16.2,-45 57 25,3.49
18 29 03.0,-25 24 38,2.82
18 30 10.7,-49 03 33,4.1
18 30 11.7,-14 33 12,4.67
18 30 35.6,- 1 58 22,5.38
18 34 45.1,-42 17 53,4.62
18 36 09.6,- 8 13 50,3.85
18 37 17.9,+ 9 08 15,5.38
18 37 31.9,+38 48 03,0.03
18 43 13.9,- 9 02 04,4.7
18 44 28.4,- 8 15 24,4.88
18 45 04.2,-71 24 37,4.01
18 45 22.5,+37 37 27,4.34
18 45 47.8,+75 27 14,5.37
18 46 24.9,+20 33 51,4.19
18 46 44.9,-26 58 17,3.17
18 46 46.8,+26 40 55,4.83
18 47 47.7,+18 12 08,4.34
18 48 06.2,- 4 43 40,4.22
18 48 25.0,- 5 41 06,5.38
18 50 06.1,-43 39 33,5.46
18 50 43.6,+33 23 02,3.52
18 51 27.5,+59 24 36,4.63
18 53 50.0,-62 09 55,4.22
18 54 10.7,+71 19 13,4.82
18 55 07.0,+36 55 18,4.22
18 55 52.1,+43 58 12,4.08
18 56 21.0,-26 16 25,2.05
18 57 05.4,+ 4 13 39,4.62
18 58 44.7,-67 12 33,4.4
18 58 46.4,-21 04 56,3.52
18 59 35.9,+32 42 52,3.25
18 59 51.5,-52 54 50,4.85
19 00 25.0,+15 05 35,4.02
19 02 36.9,- 5 42 48,4.02
19 03 43.4,-29 51 13,2.6
19 04 37.6,-87 34 53,5.29
19 05 43.8,-21 42 52,3.76
19 06 12.9,+13 53 26,2.99
19 07 10.6,- 4 51 18,3.43
19 07 55.6,+36 07 42,5.25
19 08 01.9,-27 38 36,3.32
19 10 39.6,-37 52 32,4.11
19 10 48.2,-20 59 40,2.88
19 11 13.8,-39 18 41,4.1
19 12 33.3,+67 41 32,3.07
19 13 37.6,- 7 54 32,5.35
19 14 21.2,+39 10 37,4.43
19 15 12.3,+73 23 15,4.45
19 16 58.6,+38 09 57,4.35
19 17 30.4,+53 24 05,3.8
19 18 38.3,+11 37 41,5.28
19 18 39.4,-18 55 13,4.88
19 22 41.2,-17 48 46,3.92
19 22 43.7,-15 55 15,4.52
19 23 53.5,-44 25 28,3.96
19 24 28.8,-44 45 55,4.27
19 25 05.7,-40 34 53,3.96
19 25 48.3,+11 58 59,5.17
19 26 22.8,+ 3 09 03,3.36
19 29 26.0,+24 42 05,4.44
19 30 08.8,+51 46 04,3.76
19 31 25.6,+27 59 50,3.05
19 31 34.7,- 2 45 04,5.03
19 32 19.4,+69 41 27,4.67
19 32 25.4,+34 29 28,4.74
19 34 56.6,+ 7 25 02,4.45
19 36 30.6,-48 03 35,4.88
19 36 54.7,+50 15 44,4.49
19 37 37.6,- 1 14 48,4.36
19 37 46.2,-24 50 37,4.59
19 37 49.9,- 6 59 14,4.93
19 40 52.7,+18 03 19,4.39
19 41 22.6,+45 34 02,5.06
19 41 43.4,-16 15 07,5.3
19 41 50.1,+17 31 03,4.39
19 42 16.9,+50 33 58,5.99
19 42 19.9,+50 33 31,6.25
19 43 31.1,-16 04 54,5.06
19 44 26.6,+25 48 53,5.5
19 44 54.5,+37 23 51,4.89
19 45 31.3,+45 10 27,2.86
19 47 05.5,+10 39 25,2.72
19 47 22.9,-19 43 04,4.87
19 48 06.3,+70 18 45,3.84
19 48 10.1,+18 34 43,3.68
19 49 26.4,-56 19 08,5.33
19 51 14.3,+32 57 33,7.91
19 51 38.2,+ 8 54 56,0.76
19 51 44.5,-10 43 04,5.38
19 52 30.7,+47 04 23,5.6
19 53 01.7,-39 49 43,5.32
19 53 08.6,+18 43 04,6.24
19 53 21.8,+ 1 03 06,3.87
19 54 13.7,- 3 04 05,5.63
19 56 10.4,+ 6 27 06,3.71
19 56 27.9,-41 49 15,4.12
19 56 57.8,+35 07 51,3.89
19 58 56.5,-15 26 38,5.01
19 59 32.1,+19 32 26,3.51
20 00 52.3,-35 13 39,4.37
20 01 49.3,+27 48 10,4.66
20 02 35.2,-72 51 43,3.97
20 03 43.9,-27 39 36,4.43
20 08 16.1,+77 45 48,4.38
20 08 43.1,-52 49 45,4.93
20 10 04.6,+36 53 31,4.93
20 10 25.6,-66 08 07,3.55
20 12 12.4,- 0 46 06,3.24
20 13 48.2,+56 37 18,4.28
20 14 11.0,+46 47 42,3.8
20 15 05.2,+15 15 07,4.94
20 16 00.8,+47 46 07,3.96
20 17 32.0,+24 43 33,5.3
20 18 25.9,+38 05 17,4.77
20 18 37.0,-12 27 11,4.3
20 19 01.4,-12 29 22,3.58
20 21 59.6,-14 43 30,3.05
20 22 51.4,+40 18 48,2.23
20 24 02.7,+ 5 24 00,5.3
20 24 33.6,+32 14 51,4.43
20 27 01.3,-56 40 39,1.94
20 29 52.3,+63 03 12,4.21
20 30 06.7,+30 25 40,4.01
20 30 33.8,- 2 49 35,4.91
20 31 15.4,+75 00 52,5.18
20 34 02.9,+11 21 49,4.03
20 38 22.2,+14 39 24,3.64
20 38 47.4,-47 13 45,3.11
20 39 14.4,- 1 02 35,4.31
20 39 18.3,+21 15 48,4.81
20 39 58.8,+10 08 56,5.07
20 40 27.1,+15 58 29,3.77
20 41 02.6,-18 04 33,5.15
20 41 45.1,+32 22 13,5.53
20 42 01.7,+45 20 37,1.25
20 44 16.6,+15 08 18,4.43
20 45 18.9,-51 51 26,4.51
20 45 38.6,+61 54 26,3.41
20 45 47.2,+57 38 35,4.52
20 46 23.1,+30 47 04,4.22
20 46 30.9,-66 08 19,3.42
20 46 55.2,+34 02 12,2.48
20 47 07.7,-25 12 25,4.13
20 47 28.2,+16 11 18,4.27
20 48 05.5,+36 33 21,4.53
20 48 37.3,- 9 25 51,3.78
20 48 39.6,- 4 57 46,4.43
20 49 32.1,+46 10 47,4.81
20 49 39.9,-43 55 25,5.11
20 52 51.8,-26 51 09,4.12
20 53 35.8,- 8 55 00,4.73
20 55 18.4,+28 07 30,5.03
20 56 09.9,-58 23 12,3.67
20 57 11.9,+44 59 34,5.96
20 57 49.6,+41 14 07,3.94
20 59 03.3,+22 23 40,5.3
21 00 25.3,+47 35 24,4.74
21 00 35.7,-18 57 59,6.26
21 02 21.6,-32 11 18,4.67
21 04 04.7,-38 33 43,5.32
21 05 34.1,+43 59 54,3.72
21 06 46.7,-76 57 18,5.13
21 06 55.7,-17 09 45,4.08
21 07 41.1,+38 50 11,5.2
21 07 42.4,+38 49 42,6.05
21 08 08.9,-24 56 06,4.49
21 10 32.7,-11 18 00,4.5
21 11 11.5,+10 12 10,4.7
21 13 40.9,+30 17 58,3.21
21 14 19.4,-27 32 49,5.41
21 14 57.2,-70 03 12,5.06
21 15 19.9,+10 04 43,4.47
21 15 29.5,+38 07 14,3.74
21 16 41.9,+ 5 19 16,3.92
21 18 06.3,+39 28 07,4.22
21 18 38.3,+34 58 16,4.41
21 18 59.7,-32 05 54,4.71
21 18 59.8,+62 39 36,2.45
21 21 06.2,-53 22 30,4.39
21 21 52.4,-40 44 04,4.8
21 22 53.8,+19 52 48,4.08
21 23 13.1,-16 45 33,4.28
21 23 15.7,-88 52 58,5.45
21 25 08.8,-12 48 08,5.48
21 26 30.0,+36 44 37,5.93
21 27 39.8,-22 20 05,3.77
21 27 52.1,-65 17 09,4.21
21 28 52.8,+70 38 16,3.23
21 29 43.1,-21 43 48,4.5
21 30 05.8,+46 37 06,5.22
21 30 44.5,+23 42 58,4.52
21 32 28.7,- 5 29 36,2.9
21 34 38.4,+45 40 11,3.98
21 37 39.2,+40 29 34,5.04
21 38 23.4,+62 09 41,4.76
21 38 34.6,+19 23 53,5.46
21 38 40.9,- 7 46 30,4.68
21 40 52.4,+43 21 14,5.09
21 41 03.5,-16 34 57,3.69
21 42 10.3,+71 23 32,4.55
21 43 21.7,-77 18 39,3.73
21 44 02.6,+58 51 39,4.23
21 45 02.7,+ 9 57 21,2.38
21 45 20.4,+17 25 51,4.34
21 45 26.4,+25 43 34,4.14
21 45 57.3,+61 12 07,4.25
21 45 59.1,-32 56 42,4.35
21 47 26.5,+49 23 28,4.23
21 48 00.3,-16 02 50,2.85
21 50 37.2,+30 15 23,5.07
21 52 14.3,-69 32 49,5.52
21 53 51.6,+26 00 29,5.09
21 54 14.9,-13 28 07,5.08
21 54 59.0,-37 16 54,3
21 55 28.6,+56 41 40,5.74
21 59 05.8,-54 54 31,4.4
22 04 17.9,+64 42 49,4.26
22 04 41.2,-56 42 47,4.69
22 05 32.5,+62 52 17,5.27
22 05 41.2,+62 21 55,5.07
22 06 40.9,- 0 14 03,2.95
22 07 09.8,-39 27 30,4.47
22 07 22.8,-13 47 03,4.29
22 07 49.6,+25 25 52,3.77
22 09 19.7,-46 52 32,1.73
22 09 24.0,-32 54 09,4.5
22 10 08.4,+72 25 39,4.79
22 10 46.0,+33 15 53,4.28
22 11 05.0,+ 6 17 04,3.52
22 11 27.8,+58 17 17,3.39
22 11 28.0,+86 11 42,5.27
22 12 06.4,+59 30 04,5.05
22 14 37.9,+39 48 08,4.5
22 15 18.0,-27 40 46,5.45
22 15 41.1,+57 07 53,4.18
22 16 44.1,+37 50 11,4.14
22 17 45.4,- 7 41 44,4.17
22 19 41.1,-60 10 18,2.87
22 21 53.7,-80 21 05,5.09
22 22 22.8,+12 17 38,4.82
22 22 33.2,-21 30 36,5.12
22 22 33.6,- 1 17 55,3.86
22 24 15.1,+52 19 02,4.42
22 26 10.2,+ 1 28 00,4.8
22 28 33.5,-64 52 36,4.51
22 29 40.4,-39 02 34,5.47
22 29 43.9,+ 0 04 12,3.65
22 29 49.5,+58 30 18,4.07
22 30 01.3,+78 54 51,5.45
22 30 15.8,+47 47 49,4.34
22 30 18.5,-43 24 20,3.97
22 30 47.7,-43 39 33,4.12
22 31 14.8,+43 12 49,4.52
22 31 34.3,-10 35 16,4.82
22 32 01.0,+50 22 22,3.76
22 32 29.8,-32 15 21,4.29
22 35 38.9,-20 37 05,5.21
22 36 12.0,+73 44 03,5.08
22 36 15.3,- 0 01 37,4.04
22 38 39.7,- 4 08 14,5.04
22 39 16.5,+63 40 33,5.19
22 40 03.0,+39 08 30,4.89
22 40 22.0,+37 41 04,6.03
22 41 17.1,+44 22 05,4.5
22 41 37.2,-26 57 07,4.18
22 42 20.1,+10 55 23,3.41
22 43 42.3,-46 47 33,2.07
22 43 49.5,+30 18 47,2.93
22 44 52.5,+41 54 41,5.11
22 47 22.6,+23 39 29,3.97
22 47 34.1,+12 15 47,4.2
22 47 45.0,-81 17 21,4.13
22 48 29.4,-19 31 18,5.24
22 49 36.2,-51 13 28,3.49
22 50 18.5,+66 17 34,3.5
22 50 31.0,-13 30 00,4.05
22 50 51.0,+24 41 40,3.51
22 52 01.6,-39 03 50,5.43
22 53 29.6,-32 46 56,4.46
22 53 31.6,- 7 29 10,3.73
22 54 12.6,+84 26 23,4.7
22 55 34.6,-15 43 39,3.27
22 56 54.8,-32 26 45,4.2
22 57 12.3,+49 49 38,4.99
22 58 36.8,-29 31 45,1.17
22 59 33.2,-35 25 47,6.15
23 00 49.7,+57 02 22,5.1
23 01 54.3,-52 39 36,4.11
23 02 43.8,+42 25 13,3.62
23 04 27.7,-34 39 16,5.12
23 04 37.5,+28 10 41,2.44
23 04 46.1,+ 3 54 52,4.48
23 05 38.0,+15 17 59,2.49
23 07 37.1,-23 38 54,4.48
23 07 51.5,-43 25 32,4.28
23 07 53.2,+ 9 30 15,4.54
23 08 27.5,+75 28 56,4.41
23 10 22.6,-21 04 38,3.68
23 11 20.6,-45 09 06,3.88
23 12 37.2,+ 8 48 55,5.15
23 15 13.7,- 5 57 16,4.22
23 16 48.4,- 8 59 32,4.24
23 18 04.4,+ 3 22 41,3.7
23 18 26.4,-58 08 22,3.99
23 18 48.7,- 9 05 12,4.41
23 19 45.9,-32 26 11,4.41
23 19 52.2,- 9 30 54,4.99
23 21 30.4,+23 50 11,4.58
23 23 53.2,-20 00 18,3.96
23 25 37.4,+62 22 45,4.96
23 26 15.3,+23 30 02,4.42
23 26 57.8,-20 32 45,4.38
23 27 49.8,+ 1 21 06,4.95
23 28 51.4,+ 6 28 31,4.27
23 30 02.5,+12 51 26,4.54
23 30 08.1,-87 23 08,5.5
23 30 26.3,- 4 26 14,6.26
23 33 54.3,-37 43 17,4.38
23 35 45.3,+71 44 20,5.86
23 36 00.7,-42 31 05,4.69
23 38 25.6,+46 33 11,3.81
23 38 47.2,-45 23 44,4.74
23 39 00.0,+43 21 54,4.29
23 40 04.9,+77 43 48,3.21
23 40 51.1,+ 5 43 16,4.13
23 41 16.5,+44 25 51,4.15
